,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,elo_scores_10_listwise,elo_scores_5nano_24,label_10_listwise,label_5nano_24,elo_5nano_distance,elo_10_distance,label_5nano_binary,label_10_binary,baseline_labels,baseline_severity,baseline_elo,bt_10listwise_4rounds,bt_10listwise_6rounds,bt_10listwise_10rounds_k64,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32,bt_10listwise_4rounds_elo,bt_10listwise_6rounds_elo,bt_10listwise_10rounds_k64_elo,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32_elo,fleiss_kappa,bt_10listwise_4rounds_elo_label,bt_10listwise_6rounds_elo_label,bt_10listwise_10rounds_k64_elo_label,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32_elo_label,BT_listwise_pred_label_EM,label_bias_lower,BT_5nano24r_pred_label_EM
457,457,457,457,457,"Authorities have confirmed more than 300 cases of the virus in China, mostly in Wuhan.",https://www.reuters.com/article/us-china-health-pneumonia-deaths/china-virus-spreads-to-u-s-curbing-travel-plans-and-spooking-markets-idUSKBN1ZJ2D2?feedType=RSS&feedName=topNews,Reuters,vaccine,,Non-biased,Entirely factual,[],1164.006896636831,1324.3264317487774,non-biased,non-biased,175.6735682512226,335.993103363169,non-biased,non-biased,no,0.0,1499.0,-5.627540071249838,-6.306803841264581,-5.318607603133567,-10.110065074514408,522.3961601467051,404.3959573170241,576.0632266201646,-256.2981894177583,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
458,458,458,458,458,"Backed by Trump & Co., that's the brilliant health care priority being pushed by top Republican officials in 18 states.",https://feeds.feedblitz.com/~/629240450/0/alternet_all~The-GOP%e2%80%99s-grotesque-plan-to-cope-with-COVID/,Alternet,universal health care,left,Biased,Somewhat factual but also opinionated,['brilliant'],1689.6476834623666,1496.9352011268604,biased,non-biased,3.06479887313958,189.64768346236656,non-biased,biased,yes,0.65,1824.0,2.775035913269796,2.7519239323173834,3.1953220962750954,0.2785991791929411,1982.0731136865693,1978.058151369175,2055.084301726322,1548.397634474508,-0.200473712511822,biased,biased,biased,biased,biased,biased,non-biased
459,459,459,459,459,"Background checks may have become more difficult to complete as state law enforcement and other government agencies housing records may have been closed or slower in replying to FBI requests because of the pandemic’s impact on staffing, said Rob Wilcox, deputy director of policy at Everytown.",https://www.reuters.com/article/usa-guns-fbi/spiking-us-gun-sales-deluge-fbis-background-check-system-cause-delays-idUSL8N2GB5RA,Reuters,gun control,center,Non-biased,Entirely factual,[],1375.4616877607746,1366.7024153298723,non-biased,non-biased,133.29758467012766,124.53831223922543,non-biased,non-biased,no,0.0,1499.0,-1.8562675375444848,-3.3082574124056223,-3.720707692025741,-7.848120538352011,1177.5333006033172,925.2968244306832,853.6468722312948,136.64182275285748,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
460,460,460,460,460,"Background checks required to buy firearms have spiked to record numbers in the past month, fueled by a run on guns from Americans worried about their safety during the coronavirus crisis.",https://eu.usatoday.com/story/money/2020/04/02/coronavirus-gun-background-checks-surge-during-crisis/5112252002/,USA Today,gun-control,center,Non-biased,Entirely factual,[],1250.3919305859868,1455.6396532200374,non-biased,non-biased,44.36034677996258,249.60806941401324,non-biased,non-biased,no,0.15,1574.0,-5.404174287789337,-5.033211740032881,-4.655129215244749,-4.6083003565969545,561.1987710278621,625.6415660212222,691.3212277090363,699.456233670862,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
461,461,461,461,461,"Background checks verify that buyers do not have a criminal record or another issue that might make them ineligible to buy a weapon, such as an arrest warrant or a documented drug addiction. ",https://www.reuters.com/article/domesticNews/idUSKBN2701G1?il=5,Reuters,gun control,center,Non-biased,Entirely factual,[],1182.4103495407187,1402.619652887846,non-biased,non-biased,97.38034711215391,317.5896504592813,non-biased,non-biased,no,0.0,1499.0,-7.268872841863637,-5.485479456695103,-5.895379261436448,-9.474934725957729,237.2674540488856,547.0746165454676,475.86772721251305,-145.96474715077602,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
462,462,462,462,462,"Backlash against marginalized communities doesn’t surprise University of Southern California Professor Chris Freeman, whose work primarily focuses on 20th century gay and lesbian studies.",https://www.nbcnews.com/feature/nbc-out/why-are-so-many-white-nationalists-virulently-anti-lgbt-n794466,MSNBC,white-nationalism,left,Non-biased,Entirely factual,[],1324.0049778487871,1457.1093459482993,non-biased,non-biased,42.89065405170072,175.99502215121265,non-biased,non-biased,no,0.0,1499.0,-2.844627907555304,-2.642198513389097,-2.8779039690117365,-4.70849468826674,1005.8375186722952,1041.003106216856,1000.0568747242944,682.0506955259932,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
463,463,463,463,463,"Bad news for wealthy New York elites looking to avoid protestors by fleeing to The Hamptons. The pitchfork-wielding mob has found you, and they’re not backing down.",http://feedproxy.google.com/~r/breitbart/~3/e-ol3S4GaCw/,Breitbart,taxes,right,Biased,Expresses writer’s opinion,"['mob', 'pitchfork-wielding']",1696.9934731556084,1591.88165863269,biased,biased,91.88165863269,196.9934731556084,biased,biased,yes,0.6,1799.0,4.053981062329548,5.233889551426441,4.7035585086794764,7.448581772286645,2204.2486420440023,2409.219740430236,2317.0918022514343,2793.9511846836936,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased
464,464,464,464,464,"Banks lamented that China has now become a partisan issue simply because Trump has blamed China for trying to hide the discovery of the coronavirus in Wuhan, China, and allowing it to spread to the rest of the world.",https://www.breitbart.com/politics/2020/04/02/rep-jim-banks-saw-coronavirus-threat-coming-as-democrats-pushed-impeachment/,Breitbart,coronavirus,right,Biased,Somewhat factual but also opinionated,"['lamented', 'blamed']",1452.1703607325796,1490.795928454256,non-biased,non-biased,9.204071545744,47.82963926742036,non-biased,non-biased,no,0.0,1499.0,-1.0903963072316842,-2.072056619311007,-2.266243646116437,-2.599969934176209,1310.5787602726386,1140.046897616849,1106.31315593733,1048.3389617891646,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
465,465,465,465,465,"Bannon, who previously served as Executive Chairman of Breitbart News, has denied the false claims spewed against him mostly by those on the left.",https://www.breitbart.com/politics/2017/03/29/menendez-to-aipac-steve-bannon-a-white-nationalist/,Breitbart,white-nationalism,right,Biased,Somewhat factual but also opinionated,['spewed'],1450.2593634128305,1521.7287666023708,non-biased,biased,21.7287666023708,49.74063658716955,biased,non-biased,yes,0.55,1774.0,-0.525567598614056,0.8371473384560644,0.1192980924605722,1.1689252957190244,1408.699556821909,1645.427387852585,1520.7242013028842,1703.0631222751597,0.1996841916587852,non-biased,biased,biased,biased,non-biased,biased,non-biased
466,466,466,466,466,"Barr also defended his decision to forcefully push peaceful protesters back from the White House on Monday evening, saying rioting had gotten out of control over the weekend.",https://www.reuters.com/article/us-minneapolis-police-barr/attorney-general-barr-says-foreign-groups-extremists-stoking-divisions-in-us-protests-idUSKBN23B2GI,Reuters,blm,,Non-biased,Entirely factual,[],1571.7153192636897,1490.4381198971894,biased,non-biased,9.56188010281062,71.71531926368971,non-biased,biased,no,0.0,1499.0,-1.565220512980088,-0.7514493694259579,-1.157969483501838,-0.8736484238835669,1228.0933473003884,1369.4598741714512,1298.8400972411173,1348.2317241535577,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
467,467,467,467,467,Barrett argued in a 38-page opinion that the Founders did not intend to deny gun rights to all felons — only those who may be considered dangerous.,https://www.alternet.org/2020/10/amy-coney-barrett-is-even-more-extreme-on-gun-rights-than-her-republican-defenders-in-the-senate/,Alternet,gun control,left,Non-biased,Entirely factual,[],1265.2562731743576,1450.8398142763167,non-biased,non-biased,49.1601857236833,234.7437268256424,non-biased,non-biased,no,0.0,1499.0,-3.642781868549311,-5.023647911501445,-3.798713310731768,-6.218293043095833,867.183974284727,627.3029732040507,840.0959083267041,419.77185781044,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
468,468,468,468,468,"Barrett, who is reportedly a member of an obscure group whose members swear a lifelong oath of loyalty and are assigned a ""head"" and ""handmaid"" that oversee many personal decisions, has said that a ""legal career is but a means to an end . . . and that end is building the Kingdom of God.""",https://feeds.feedblitz.com/~/636090960/0/alternet_all~Trump-It%e2%80%99s-certainly-possible-Supreme-Court-will-overturn-Roe-v-Wade-if-Barrett-is-confirmed/,Alternet,universal health care,left,Non-biased,Somewhat factual but also opinionated,['obscure'],1765.2311377286812,1558.1913243926638,biased,biased,58.19132439266377,265.23113772868123,biased,biased,yes,0.65,1824.0,6.229009291276216,4.929831604542199,6.56327180984242,4.593790484564871,2582.0897451701385,2356.3994650259724,2640.1570920982927,2298.023143386476,-0.200473712511822,biased,biased,biased,biased,biased,non-biased,biased
469,469,469,469,469,"Barring that, Trumpism will spread and infect our nation like a deadly cancer.",https://www.thedailybeast.com/laura-loomer-trumpy-bigot-embraced-by-the-florida-gop-could-actually-get-to-congress?source=articles&via=rss,Daily Beast,islam,,Biased,Expresses writer’s opinion,"['Trumpism', 'infect', 'deadly', 'cancer']",1898.909976934424,1703.3267495116893,biased,biased,203.3267495116893,398.9099769344241,biased,biased,yes,0.8,1899.0,8.148578682962086,8.533409092076697,7.415438012865426,11.20117213931112,2915.5531029459607,2982.404992204779,2788.193523953228,3445.842900380505,1.0,biased,biased,biased,biased,biased,biased,biased
470,470,470,470,470,Bastille Day – the Beginning of Liberal Madness,http://feedproxy.google.com/~r/breitbart/~3/-jTprEHV0tM/,Breitbart,gun control,right,Biased,Expresses writer’s opinion,['Madness'],1776.4420435731577,1566.522641092825,biased,biased,66.5226410928251,276.44204357315766,biased,biased,yes,0.8,1899.0,4.818645677644814,6.02445105450105,5.658048684358882,7.679906293437087,2337.084491219239,2546.554339786413,2482.9037287828064,2834.136369909513,1.0,biased,biased,biased,biased,biased,biased,biased
471,471,471,471,471,BBC Presenter Gabby Logan has said that it is not fair that transgender women can compete in sport alongside biologically female women.,http://feedproxy.google.com/~r/breitbart/~3/MUn-1N_pc3I/,Breitbart,sport,right,Non-biased,Entirely factual,[],1584.9127201978636,1494.1910078096937,biased,non-biased,5.808992190306299,84.91272019786356,non-biased,biased,yes,0.6,1799.0,0.689706835299751,1.2897567073090472,0.5249666232594326,0.2836803271960457,1619.814349080655,1724.0536883928107,1591.196043065982,1549.2803202903006,1.0,biased,biased,biased,biased,non-biased,non-biased,non-biased
472,472,472,472,472,"Bear in mind that none of these moneyed elites did anything to earn these extraordinary bonanzas. They didn’t work any harder, didn’t get smarter, didn’t add anything of value to society but simply reclined in luxury and let their money make money. ",https://www.alternet.org/2020/01/here-are-the-dirty-secrets-of-how-the-rich-become-the-uber-rich/,Alternet,middle-class,left,Biased,Expresses writer’s opinion,"['moneyed', 'elites', 'bonanzas']",1633.510864970994,1579.469494623454,biased,biased,79.46949462345401,133.5108649709941,biased,biased,yes,0.75,1874.0,5.315180443074208,4.132077296480141,4.690594945175367,8.782110466175764,2423.341414698884,2217.815347463613,2314.8398006131792,3025.608845969972,1.0,biased,biased,biased,biased,biased,biased,biased
473,473,473,473,473,"Because he just can't help himself, on the Sunday before the election Donald Trump squeezed in one more act of sabotage against Obamacare, one that will create major headaches for the people of Georgia. ",https://www.alternet.org/2020/11/obamacare/,Alternet,universal health care,left,Non-biased,No agreement,"['sabotage', 'squeezes']",1780.9344784253203,1594.0662423212943,biased,biased,94.06624232129434,280.9344784253203,biased,biased,yes,0.8,1899.0,3.94585232075812,5.304206443025982,4.509663367824616,5.776498750078638,2185.4647557241565,2421.435035632744,2283.4087663549863,2503.4806127520733,-0.200473712511822,biased,biased,biased,biased,biased,non-biased,biased
474,474,474,474,474,Because the white Jews knows that the Negroes are the real Children of Israel and to keep Americas secret the [white Jews] will blackmail America,https://thefederalist.com/2020/07/07/philadelphia-eagles-give-no-punishment-in-statement-condemning-desean-jackson-for-anti-semitic-posts/,Federalist,islam,,Biased,Expresses writer’s opinion,"['Negroes', 'blackmail']",2146.171735486949,1822.2603305805435,biased,biased,322.26033058054327,646.1717354869488,biased,biased,yes,0.9,1949.0,13.26088368851252,12.243269532035283,13.184196159423538,14.004294887372158,3803.6514444327313,3626.873759286853,3790.3294561470752,3932.79519701266,1.0,biased,biased,biased,biased,biased,biased,biased
475,475,475,475,475,Because Trump’s plan to gut pollution safeguards was so drastic that many states announced plans to enforce stricter emissions standards on their own.,http://www.msnbc.com/rachel-maddow-show/blow-trump-auto-manufacturers-reach-deal-california,MSNBC,environment,left,Biased,Somewhat factual but also opinionated,['drastic'],1506.579608266357,1492.440818875467,biased,non-biased,7.559181124533325,6.5796082663569,non-biased,biased,yes,0.75,1874.0,1.621993582896273,1.896700612200979,1.39984447302147,1.816751121430725,1781.7691450937346,1829.490643880562,1743.177892062396,1815.601994811564,0.1996841916587852,biased,biased,biased,biased,non-biased,biased,non-biased
476,476,476,476,476,"Before President Donald Trump threatened to violently suppress demonstrations in memory of Floyd, before the spread of recording equipment let the world witness how U.S. police brutalize non-white bodies and before “I can’t breathe” became a global rallying cry challenging American cruelty and injustice, America tried to explain its racism to the world.",https://www.huffpost.com/entry/america-racism-world-george-floyd_n_5edb7986c5b6287169ee00bb,HuffPost,trump-presidency,left,Biased,Somewhat factual but also opinionated,"['violently', 'cruelty', 'threatened']",1546.2895923997455,1600.9437708730609,biased,biased,100.94377087306088,46.28959239974574,biased,biased,yes,0.5,1749.0,3.5494130900493683,2.385415315021322,2.6786090010399115,6.724057166399642,2116.5962076014443,1914.3890833445068,1965.322043331206,2668.088369347752,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased
477,477,477,477,477,"Before sundown on Thursday around 150 protesters marched down the main street in Anna, Illinois, past Bob’s Tavern, Oasis of Grace Church, Douglas Skating Rink and Casey’s General Store holding homemade signs and chanting “black lives matter.”",https://www.reuters.com/article/uk-minneapolis-police-protests-rural-idUKKBN23C2EM,Reuters,black lives matter,center,Non-biased,Entirely factual,[],1192.1282378514595,1314.661961136204,non-biased,non-biased,185.3380388637961,307.8717621485405,non-biased,non-biased,no,0.0,1499.0,-6.671649722901736,-4.292699207614775,-5.028475070154204,-9.27405069809575,341.0157360609667,754.2817686649767,626.4644098575849,-111.06761722959368,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
478,478,478,478,478,"Before the shooting death of women's rights activist and artist Isabel Cabanillas de la Torre in Ciudad Juarez, Mexico, human rights attorneys and others already had noted several years of rising femicides in the border city.",https://www.nbcnews.com/news/latino/shooting-death-young-woman-activist-returns-spotlight-femicides-juarez-mexico-n1120811?cid=public-rss_20200124,MSNBC,gender,left,Non-biased,Entirely factual,[],1128.4571199468876,1386.3406497729968,non-biased,non-biased,113.6593502270032,371.5428800531124,non-biased,non-biased,no,0.0,1499.0,-6.4724919264589245,-5.849906698762103,-5.129652328776101,-7.971468027085188,375.6129888702165,483.7671204315001,608.8881198121496,115.21416926748044,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
479,479,479,479,479,"Before they decide whether to let this stand, congressional Republicans should probably have an uncomfortable conversation.",http://www.msnbc.com/rachel-maddow-show/emergency-declaration-pelosi-reminds-gop-it-wont-always-be-power,MSNBC,gun-control,left,Biased,Expresses writer’s opinion,[],1550.008383891458,1492.4285582067134,biased,non-biased,7.571441793286567,50.008383891457925,non-biased,biased,yes,0.15,1574.0,-1.2080084100712165,-1.098581392266043,-1.1285679718252764,-3.451993187905476,1290.14744536534,1309.1568653669062,1303.9476629534151,900.3273627700147,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
480,480,480,480,480,"Before we get to work dispensing these arguments, it’s important to acknowledge that they are, on some level, understandable. A lot of Americans, especially those who got their bachelor’s degree before the early 2000s, find it baffling that younger generations can’t work their way through college.",https://www.huffpost.com/entry/stop-feigning-ignorance-about-why-millennials-are-mad-about-student-debt_n_5cbf270be4b0f7a84a755c47,HuffPost,student-debt,left,Non-biased,Somewhat factual but also opinionated,[],1287.394781937406,1494.9219237061388,non-biased,non-biased,5.078076293861159,212.60521806259408,non-biased,non-biased,yes,0.25,1624.0,-2.742104113297218,-2.2650409170761816,-2.2294044087248435,-3.505414779437693,1023.6477259163236,1106.5220913714934,1112.7127869440071,891.047081803242,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
481,481,481,481,481,"Before you cast your ballot, let's toast your informed self-respect as clear-minded voters who can see an immoral, law-breaking, greedy Trump regime full of plutocrats who couldn't care less about America and the people they've exploited.",https://feeds.feedblitz.com/~/636033568/0/alternet_all~Ralph-Nader-offers-practical-advice-for-casting-informed-votes/,Alternet,taxes,left,Biased,Expresses writer’s opinion,"['greedy', 'plutocrats']",1880.210675773246,1577.1126952535278,biased,biased,77.11269525352782,380.21067577324607,biased,biased,yes,0.8,1899.0,8.0920364396961,6.8945542586251225,7.305485213641012,9.287576338043731,2905.730709248021,2697.7067478813824,2769.092766364036,3113.4172615470416,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased
482,482,482,482,482,"Benjamin “Bibi” Netanyahu, along with three fellow defendants, is accused of fraud, bribery, and breach of trust in three separate cases involving his alleged efforts to control various aspects of Israeli media.",https://www.thedailybeast.com/israeli-prime-minister-benjamin-netanyahus-trial-begins-amid-chants-and-bombast?source=articles&via=rss,Daily Beast,islam,,Non-biased,Entirely factual,[],1164.866094358649,1453.6415784113035,non-biased,non-biased,46.358421588696274,335.133905641351,non-biased,non-biased,no,0.15,1574.0,-1.0589631797004384,-5.682294989703493,-4.092761576852359,-4.601095232141474,1316.0392538069511,512.8842565701111,789.0144925709475,700.7078919878386,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
483,483,483,483,483,"Bennett is seen immediately unleashing a tirade against Pan as he walks beside the politician, who tries to ignore, then laugh off his antagonist.",https://www.reuters.com/article/us-california-crime-vaccines/anti-vaccine-activist-charged-for-assault-of-california-senator-idUSKCN1VC06U,Reuters,vaccines,center,Biased,Somewhat factual but also opinionated,"['unleashing', 'tirade']",1293.8210435632216,1494.046208764954,non-biased,non-biased,5.953791235046083,206.17895643677844,non-biased,non-biased,no,0.0,1499.0,-2.1623106245498263,-3.4322074634814426,-3.8447090485762287,-1.947827759962184,1124.3681710388946,903.7644951451412,832.105630271937,1161.6276608601809,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
484,484,484,484,484,"Bennett mounted an unsuccessful primary election challenge to Pan in 2018 and failed to qualify for the general election. In May, he launched a recall campaign against Pan, filing a petition accusing him of “high treason” for authoring legislation to restrict vaccine exemptions for school children.",https://www.reuters.com/article/us-california-crime-vaccines/anti-vaccine-activist-charged-for-assault-of-california-senator-idUSKCN1VC06U,Reuters,vaccines,center,Non-biased,Entirely factual,[],1643.132080239203,1487.1362948830315,biased,non-biased,12.863705116968276,143.1320802392031,non-biased,biased,no,0.0,1499.0,-0.1107776275547763,0.0084423068277106,0.4868863278199032,1.1450073756340575,1480.7559550538508,1501.4665789079236,1584.5808181945288,1698.908153990558,1.0,non-biased,biased,biased,biased,non-biased,non-biased,non-biased
485,485,485,485,485,"Berlin is trying to stop Washington from persuading a German company seeking a coronavirus vaccine to move its research to the United States, prompting German politicians to insist no country should have a monopoly on any future vaccine.",https://www.reuters.com/article/health-coronavirus-germany-usa-idUSL8N2B8075,Reuters,vaccine,,Non-biased,Entirely factual,[],1241.974401193535,1458.5084949409325,non-biased,non-biased,41.49150505906755,258.02559880646504,non-biased,non-biased,no,0.0,1499.0,-3.941271759894156,-3.291918144936402,-3.618462786479924,-2.9926189718611167,815.33096919874,928.1352459107726,871.4086315438018,980.1288376326936,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
486,486,486,486,486,Bernie Sanders Claims Medicare for All Will Save Americans ‘Substantial Sums’,http://feedproxy.google.com/~r/breitbart/~3/oPbR4QUUV6A/,Breitbart,taxes,right,Biased,Somewhat factual but also opinionated,['Claims'],1301.9716029666288,1455.328003744445,non-biased,non-biased,44.671996255555314,198.0283970333712,non-biased,non-biased,no,0.15,1574.0,-3.531784596812181,-4.028430268333335,-2.681597164545033,-5.066158955500331,886.4661753334274,800.1899854923186,1034.1588595002745,619.9180484725857,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased
487,487,487,487,487,"Bernie Sanders Is Crazy, But The Only Democrat Candidate Voters Actually Like",https://thefederalist.com/2020/02/24/bernie-sanders-is-crazy-but-the-only-candidate-voters-actually-like/#.XlQSQ7jGNzU.twitter,Federalist,gun-control,right,Biased,Expresses writer’s opinion,['crazy'],1728.8716197027156,1572.1702128177392,biased,biased,72.17021281773918,228.87161970271563,biased,biased,yes,0.8,1899.0,5.512863269865097,4.625634425633025,4.485441903533831,7.298501435189091,2457.6824390358115,2303.555002541656,2279.2010670409445,2767.8795597862345,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased
488,488,488,488,488,"Bernie Sanders, meanwhile, sees early voting as a way to boost turnout among core constituencies like young, minority and working-class voters. Early voting opens new opportunities for people with strict work schedules or other barriers to voting to find time to cast ballots beyond the typical Election Day, spokeswoman Sarah Ford said.",https://www.huffpost.com/entry/early-voting-means-2020-primary-is-already-here-for-millions_n_5e2ad010c5b6d6767fd26c97,HuffPost,elections-2020,left,Non-biased,Entirely factual,[],1332.1660627847364,1430.9245143419969,non-biased,non-biased,69.07548565800334,167.83393721526363,non-biased,non-biased,no,0.0,1499.0,-4.243696950424716,-3.8361466928018872,-3.863065264938284,-6.962035927636226,762.7943326243553,833.5930638178926,828.916828882072,290.57048552616016,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
489,489,489,489,489,Bernie Sanders’ 2020 presidential election campaign on Wednesday sought to use news the candidate had a heart procedure to highlight the benefits of his trademark Medicare for All healthcare plan.,https://www.reuters.com/article/us-usa-election-sanders-medicare/sanders-presidential-campaign-pivots-health-scare-to-medicare-for-all-message-idUSKBN1WH2DC?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],1496.544785270965,1428.7538423072497,non-biased,non-biased,71.24615769275033,3.455214729035333,non-biased,non-biased,no,0.0,1499.0,-4.203698052464941,-2.3829670293520966,-2.81406981676769,-4.938214171701964,769.742852890812,1086.036227438,1011.146002754919,642.1443339093598,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
490,490,490,490,490,"Bernie Sanders’ Democratic presidential rivals warn that nominating the self-described democratic socialist will ensure President Donald Trump’s re-election, but a growing number of the party’s voters see the senator as their best chance of winning in November.",https://www.reuters.com/article/us-usa-election-sanders-electability/can-sanders-beat-trump-a-growing-number-of-democratic-voters-say-yes-idUSKCN20K1IC?feedType=RSS&feedName=topNews,Reuters,blm,,Non-biased,Entirely factual,[],1422.8474026480808,1495.3792341635274,non-biased,non-biased,4.6207658364726285,77.15259735191921,non-biased,non-biased,no,0.15,1574.0,-0.7808791020881526,-2.12627078302267,-1.0479835072342736,-1.997880179976755,1364.3474059718196,1130.628932760459,1317.9466182730152,1152.9326649328875,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
491,491,491,491,491,Bernie whacks Trump on pre-existing conditions,https://www.breitbart.com/politics/2020/02/04/live-updates-trump-delivers-state-of-union-address-2/,Breitbart,universal health care,right,Biased,Somewhat factual but also opinionated,['whacks'],1536.017543325677,1485.9922258911995,biased,non-biased,14.007774108800277,36.017543325677025,non-biased,biased,yes,0.4,1699.0,0.431094912552716,-0.2713702720745216,1.0174401323066933,0.6844874987967229,1574.888856679284,1452.8581553141803,1676.7474540510846,1618.90765746367,-0.200473712511822,biased,non-biased,biased,biased,non-biased,biased,non-biased
492,492,492,492,492,"Beto O'Rourke defends Ilhan Omar, assails Trump as 'racist' as his celebrity status wanes",https://www.foxnews.com/politics/beto-orourke-defends-ilhan-omar-assails-trump-as-racist-while-his-stardom-status-diminishes.amp,Fox News,islam,,Biased,Somewhat factual but also opinionated,['celebrity'],1459.9991335667266,1525.8239368010693,non-biased,biased,25.82393680106929,40.00086643327336,biased,non-biased,no,0.0,1499.0,0.2916120089972826,-0.9872404069827544,0.1927803144387756,-0.7994176437681043,1550.6581945456965,1328.4987755741877,1533.4893707121337,1361.126931430165,0.1996841916587852,biased,non-biased,biased,non-biased,non-biased,biased,non-biased
493,493,493,493,493,"Betsey Stevenson, an economics professor at the University of Michigan and another of the signatories on the Warren funding letter, said Warren’s plan shows it is possible to pay for Medicare for All without raising middle class taxes.",https://www.reuters.com/article/us-election-warren-healthcare-exclusive/exclusive-economist-who-backed-warren-healthcare-plan-has-doubts-about-her-wealth-tax-idUSKBN1XI01T,Reuters,taxes,center,Non-biased,Entirely factual,[],1347.206423524645,1427.8761994207618,non-biased,non-biased,72.12380057923815,152.79357647535494,non-biased,non-biased,no,0.0,1499.0,-3.7216634232008574,-2.24528296149508,-1.739724681884749,-6.841883149203367,853.4808447210804,1109.954399804518,1197.7788682506252,311.443160989654,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
494,494,494,494,494,Bevin’s downplaying of the necessity of vaccines is reckless — but deliberately infecting his children is much more so.,https://www.alternet.org/2019/03/this-gop-governor-just-said-he-deliberately-infected-his-children-with-chickenpox-while-defending-vaccine-exemptions/,Alternet,vaccines,left,Biased,Somewhat factual but also opinionated,"['reckless', 'deliberately']",1579.0675176760496,1533.967459400899,biased,biased,33.967459400899315,79.06751767604965,biased,biased,yes,0.7,1849.0,5.229917352454166,3.532931615340288,4.7437254213220434,5.759021645025704,2408.5296987923634,2113.733082193532,2324.0695096577365,2500.4445286384203,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased
495,495,495,495,495,"Beyond publishing propaganda-laced fluff pieces, the press proved its hatred of Trump by providing only scant coverage of three stories: China’s takeover of Hong Kong, its persecution of Uighurs, and its use of TikTok and WeChat to spy on Americans.",https://thefederalist.com/2020/08/17/7-big-stories-corporate-media-is-ignoring-because-the-truth-might-help-trump/,Federalist,vaccine,,Biased,Somewhat factual but also opinionated,"['propaganda-laced', 'fluff', 'hatred', 'pieces']",1742.435481394337,1598.79070875585,biased,biased,98.79070875584988,242.4354813943371,biased,biased,yes,0.75,1874.0,5.199611173985483,4.095189185551776,4.500192918530087,6.76578749946426,2403.2649763617537,2211.4072262540035,2281.7635808070827,2675.337670698931,1.0,biased,biased,biased,biased,biased,biased,biased
496,496,496,496,496,Bezos is merely the scam’s latest and most outrageously profligate useful idiot.,http://feedproxy.google.com/~r/breitbart/~3/IEXwhuO5lrc/,Breitbart,taxes,right,Biased,Expresses writer’s opinion,"['outrageously', 'profligate', 'idiot']",1986.7387015938127,1647.508048878184,biased,biased,147.5080488781839,486.7387015938132,biased,biased,yes,0.85,1924.0,7.723060507640314,6.961011879323758,6.146643014906395,10.127770375892032,2841.633024749246,2709.251619061317,2567.781257441206,3259.373915293253,1.0,biased,biased,biased,biased,biased,biased,biased
497,497,497,497,497,"Biden and Bernie Sanders delivered pointed, somber speeches on the crisis as markets continued to dive and the administration's response came under criticism.",https://www.nbcnews.com/politics/2020-election/biden-seeking-project-competence-amid-crisis-announces-coronavirus-plan-n1156946?cid=public-rss_20200312,MSNBC,blm,,Non-biased,Entirely factual,[],1224.782146359841,1432.3912479350467,non-biased,non-biased,67.60875206495325,275.2178536401593,non-biased,non-biased,no,0.0,1499.0,-3.8182906505954106,-3.249514691308391,-2.906242502888981,-5.000127256396069,836.6949760574544,935.5014802804868,995.133967169048,631.3889294932566,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased
