,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,elo_scores_10_listwise,elo_scores_5nano_24,label_10_listwise,label_5nano_24,elo_5nano_distance,elo_10_distance,label_5nano_binary,label_10_binary,baseline_labels,baseline_severity,baseline_elo,bt_10listwise_4rounds,bt_10listwise_6rounds,bt_10listwise_10rounds_k64,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32,bt_10listwise_4rounds_elo,bt_10listwise_6rounds_elo,bt_10listwise_10rounds_k64_elo,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32_elo,fleiss_kappa,bt_10listwise_4rounds_elo_label,bt_10listwise_6rounds_elo_label,bt_10listwise_10rounds_k64_elo_label,bt_elo_scores_par_5nano_24round_rnd01_init1500_k32_elo_label,BT_listwise_pred_label_EM,label_bias_lower,BT_5nano24r_pred_label_EM,5mini_baseline_contin,5baseline_contin_bias,10listwise3_bt,10listwise3_elo,10listwise3_theta,10listwise3_nano_bt,10listwise3_nano_theta,10listwise3_nano_elo
169,169,169,169,169,169,Activists for untrammeled entrance into the U.S. by Muslim “refugees” affixed a banner reading “Refugees Welcome” to the pedestal of the Statue of Liberty Tuesday.,https://www.breitbart.com/tag/muslim-refugees/,Breitbart,islam,,Biased,Somewhat factual but also opinionated,"['""refugees""']",1625.2517496606133,1585.04832034181,biased,biased,85.04832034181004,125.25174966061331,biased,biased,yes,0.4,1699.0,1.324608056634882,2.297996416701677,2.7586808140113965,6.117821233868227,1730.1079878724477,1899.2028652827937,1979.231941943008,2562.774401255806,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,0.75,biased,0.8166398164902379,1542.553366136659,7.2804123981525555,0.8325825043105042,7.752345255325311,1648.6035797139605
170,170,170,170,170,170,"Activists planning to line California roadways with anti-vaccination billboards full of misinformation are paying for them through Facebook fundraisers, despite a platform-wide crackdown on such campaigns.",https://www.nbcnews.com/tech/internet/anti-vaccination-groups-still-crowdfunding-facebook-despite-crackdown-n1064981,MSNBC,vaccines,left,Non-biased,No agreement,[],1658.2354372829254,1521.2591679630418,biased,biased,21.25916796304182,158.23543728292543,biased,biased,yes,0.65,1824.0,0.990657094739397,1.358745301252216,0.7479770339147085,2.028044511173667,1672.094763881451,1736.0382346583235,1629.9369193678078,1852.3074161027605,-0.200473712511822,biased,biased,biased,biased,non-biased,non-biased,non-biased,0.2,non-biased,0.760622938775042,1515.461725208749,4.885688060059473,0.6862304781682557,1.5326314703132506,1485.924600090525
171,171,171,171,171,171,Activists’ frustration has only compounded since Chief Executive Mark Zuckerberg’s decision last month to allow two posts by President Trump that many Facebook employees and outside advocates believe broke the company’s content rules.,https://www.foxbusiness.com/technology/civil-rights-facebook-ad-boycott,Fox News,marriage-equality,,Non-biased,Entirely factual,[],1345.9498434423858,1430.007971148896,non-biased,non-biased,69.99202885110412,154.05015655761417,non-biased,non-biased,no,0.0,1499.0,-2.8781857370045154,-2.583846295307333,-2.406232937158417,-4.911205176393658,1000.007926610518,1051.1399247447462,1081.994525287298,646.8362769590192,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.12,non-biased,0.5504381817174799,1350.1426296923432,-4.099720869388666,0.5199081855111879,-5.535784893041378,1460.5259547414337
172,172,172,172,172,172,Actor and climate change activist Joaquin Phoenix was spotted at Oscars Party with plastic water bottle after climate change rant.,http://feedproxy.google.com/~r/breitbart/~3/Jl5yYE15TLk/,Breitbart,environment,right,Non-biased,Entirely factual,[],1446.4585915324567,1463.5024720879476,non-biased,non-biased,36.49752791205242,53.541408467543306,non-biased,non-biased,yes,0.4,1699.0,-3.149244855823228,-1.5569474829068113,-1.3092302087715455,-1.392436522349959,952.920134781508,1229.5305198241658,1272.56341791579,1258.1090007771436,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.75,biased,0.759994721461596,1485.538957785005,4.858831738331417,0.605735212491464,-1.8882812888413703,1403.4571437821462
173,173,173,173,173,173,"Actor Idris Elba insists he has been the victim of racism since the moment he was born, comparing questions about his experience with racism to asking him how long he has been breathing.",http://feedproxy.google.com/~r/breitbart/~3/drwg8nhqzIc/,Breitbart,marriage-equality,,Biased,Somewhat factual but also opinionated,['insists'],1289.9118666283484,1500.350302004577,non-biased,biased,0.3503020045770881,210.0881333716516,biased,non-biased,no,0.0,1499.0,0.2536095379083325,-1.871230631261711,0.0520550246092183,0.9901157202066898,1544.056489148649,1174.9339449898805,1509.0428839772487,1672.0007174925718,-0.200473712511822,biased,non-biased,biased,biased,non-biased,biased,non-biased,0.05,non-biased,0.6589179385389788,1405.365929750594,0.537794187620507,0.6061525213729206,-1.8705463666061235,1486.9362787637347
174,174,174,174,174,174,"Actress Rosie Perez took the stand in the rape trial of Harvey Weinstein on Friday to bolster the account of friend and fellow actress Annabella Sciorra, who said she was raped by the former Hollywood producer in the early 1990s.",https://www.reuters.com/article/us-people-harvey-weinstein/actress-rosie-perez-takes-stand-in-weinstein-rape-case-idUSKBN1ZN15O?feedType=RSS&feedName=topNews,Reuters,#metoo,center,Non-biased,Entirely factual,[],1135.805530405784,1425.1478265695007,non-biased,non-biased,74.8521734304993,364.1944695942161,non-biased,non-biased,no,0.0,1499.0,-4.663610927728406,-5.02906766316239,-4.808841914405194,-6.541397930055691,689.8478033375393,626.3614659081969,664.6185968915017,363.642790017384,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.3798604378219744,1352.155393531598,-11.391927995255742,0.4266576450714612,-9.498775273981254,1377.9642126438478
175,175,175,175,175,175,"Actress-turned-feminist activist Emily Ratajkowski and her husband are living in “prime NYC real estate” completely for free, according to a new report.",https://www.breitbart.com/entertainment/2019/03/04/feminist-activist-emily-ratajkowski-living-rent-free-husbands-new-york-city-apartment/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gender,right,Biased,Somewhat factual but also opinionated,['Actress-turned-feminist'],1420.43648135778,1522.38067938708,non-biased,biased,22.38067938707991,79.56351864222006,biased,non-biased,no,0.0,1499.0,-0.4469368134788818,-2.839577625393423,-1.7918847835611933,-0.779246337353611,1422.3591232586796,1006.7148425422788,1188.7177305171883,1364.6310462576027,-0.200473712511822,non-biased,non-biased,non-biased,non-biased,non-biased,biased,non-biased,0.15,non-biased,0.5665558940722326,1379.9830370724537,-3.4106878560431326,0.6598374831065772,0.41097378275023483,1540.3875555048046
176,176,176,176,176,176,"Add to this toxic mix overmagnification by a media eager for pictures, the disinformation of Russian troll farms plus the president’s own tweets and public remarks.",https://www.alternet.org/2020/04/pandemic-apprentice-deprived-of-rallies-to-inflate-his-ego-trump-muscles-in-on-sickness-and-death/,Alternet,gun control,left,Biased,Somewhat factual but also opinionated,"['toxic', 'troll', 'farms']",1562.805726716408,1555.4320545183596,biased,biased,55.43205451835957,62.80572671640812,biased,biased,yes,0.65,1824.0,3.898586021880008,2.425586013835397,2.7382975517572783,4.928007836103447,2177.2537586110548,1921.367448476167,1975.691006614948,2356.0826439982848,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,0.6,biased,0.7270507555801631,1488.3535982822893,3.4504755409246086,0.8019316748736179,6.449736802297398,1568.2151990456603
177,177,177,177,177,177,"Advertisements for more than 400 brands including Coca-Cola and Starbucks vanished from Facebook on Wednesday, after the failure of last-ditch talks to stop a boycott over hate speech on the site.",https://www.reuters.com/article/us-facebook-ads-boycott/facebook-frustrates-advertisers-as-boycott-over-hate-speech-kicks-off-idUSKBN2424GS,Reuters,blm,,Non-biased,Entirely factual,[],1276.5508517160204,1452.076504189041,non-biased,non-biased,47.92349581095869,223.44914828397964,non-biased,non-biased,no,0.0,1499.0,-3.9465132738309454,-3.6395653356185553,-3.786939780288197,-4.240319865170926,814.4204249669132,867.7427432858019,842.1411800483693,763.3809924206104,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.47490986919684747,1377.3033129528703,-7.328560026184335,0.519473127170538,-5.554274137296834,1324.572286153795
178,178,178,178,178,178,African-American women played a major role in obtaining the right to vote even though many of them would not truly enjoy the right themselves to the same extent until decades later.  ,https://eu.usatoday.com/story/life/womenofthecentury/2020/02/08/black-history-month-these-19-black-women-fought-voting-rights/2842276001/,USA Today,gender,center,Non-biased,Entirely factual,[],1175.403779899269,1377.834884772332,non-biased,non-biased,122.16511522766814,324.596220100731,non-biased,non-biased,no,0.0,1499.0,-7.907427904409889,-5.253404651357063,-5.18269764627604,-8.789483906692212,126.3390780267964,587.3901394843004,599.6732043397378,-26.889743781545576,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.25336221446924395,1213.2709640685189,-16.79973340219905,0.41943089930132893,-9.80589975645054,1267.69951541499
179,179,179,179,179,179,"After a surge of enthusiasm that pushed Pete Buttigieg to the top of the field in November, the former South Bend, Indiana, mayor has faded, falling 9 percentage points to land behind both Sanders and Sen. Elizabeth Warren.",https://eu.usatoday.com/story/news/politics/elections/2020/01/10/election-2020-bernie-sanders-takes-the-top-spot-iowa-caucuses-spot-in-register-iowa-poll/4436596002/,USA Today,elections-2020,center,Non-biased,Entirely factual,[],1159.4075038674323,1419.0002742054462,non-biased,non-biased,80.9997257945538,340.5924961325677,non-biased,non-biased,no,0.1,1549.0,-4.095165168067839,-4.969858997028627,-4.456471421261827,-5.78437643839445,788.596946010294,636.6470647012951,725.8316211945787,495.15089262164224,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.2593370417492773,1317.2687426616637,-16.544309235644388,0.4421450475933758,-8.840586839569307,1269.4077321943782
180,180,180,180,180,180,"After a two month shutdown, professional sports slowly began to re-emerge from under the COVID-19 cloud during the weekend as several events returned to television — all without fans in attendance.",,Reuters,sport,center,Non-biased,Entirely factual,[],1018.5481963207072,1407.403657139224,non-biased,non-biased,92.59634286077608,481.4518036792928,non-biased,non-biased,no,0.0,1499.0,-5.5038633816798885,-6.640150537712583,-5.779723201582812,-6.870114630352005,543.8810016748213,346.487704985806,495.9592426497554,306.5388503981301,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.3711925312203331,1324.0870094686684,-11.762481438180627,0.4244021178251258,-9.594631370246482,1377.0625724307963
181,181,181,181,181,181,"After all, America’s commander-in-chief does have the authority, at his sole discretion, to order the launch of weapons from the vast U.S. nuclear arsenal.",https://www.alternet.org/2020/01/a-beleaguered-trump-continues-to-mull-over-just-how-to-end-americas-endless-wars-while-seemingly-expanding-them-further/,Alternet,islam,,Non-biased,Entirely factual,[],1261.150956500514,1449.027100428969,non-biased,non-biased,50.972899571030894,238.849043499486,non-biased,non-biased,no,0.0,1499.0,-4.311851048274076,-3.892423012450755,-2.3895481925272293,-5.189107842558476,750.9547531783268,823.8168657837618,1084.892962297414,598.5596391903863,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.12,non-biased,0.4891710188282348,1401.8181130552211,-6.718895162585445,0.33801614208862785,-13.265889351996476,1401.8181130552211
182,182,182,182,182,182,"After all, not only was the intrepid, all-controlling/all-seeing hero of their meta-theory—Donald Trump—roundly defeated at the polls, but the anonymous persona at the center of the cult has dropped from sight.",https://www.alternet.org/2020/11/qanons-biggest-prediction-has-failed--but-dont-expect-the-conspiracy-fueled-cult-to-go-away/,Alternet,gun control,left,Biased,Expresses writer’s opinion,"['intrepid', 'hero', 'meta-theory']",1894.57749228462,1618.83465636664,biased,biased,118.83465636664005,394.5774922846194,biased,biased,yes,0.65,1824.0,5.949420949113886,6.2237523625579625,5.789491355262155,7.466030593955193,2533.5202754879074,2581.1765231165,2505.7376594467733,2796.98235547024,0.1996841916587852,biased,biased,biased,biased,biased,biased,biased,0.85,biased,0.9008402646909973,1594.1257332995385,10.879985791190952,0.8581366176567712,8.838351887642476,1702.362037988628
183,183,183,183,183,183,"After all, our present administration, however unhinged, hardly launched this madness. President Trump’s rash, risky, and repugnant decision to assassinate Iranian Major General Qassem Suleimani on the sovereign soil of Iraq was only the latest version of what has proven to be a pervasive state of affairs.",https://www.alternet.org/2020/01/the-american-chaos-machine-how-u-s-foreign-policy-goes-off-the-rails/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['unhinged', 'madness', 'repugnant']",1793.8849605354608,1596.2121141566752,biased,biased,96.21211415667516,293.8849605354608,biased,biased,yes,0.75,1874.0,4.952895245593947,6.403227322232509,5.445508962711749,7.149343781071709,2360.406029842521,2612.3545169670856,2445.981797464165,2741.968221339509,1.0,biased,biased,biased,biased,biased,biased,biased,0.9,biased,0.8444129458956467,1622.4734607205005,8.467715076289847,0.8613932894463687,8.97675493512289,1622.4734607205005
184,184,184,184,184,184,"After all, who else are they going to find who would be willing to just openly gaslight members of Congress, telling them not to believe the evidence of the dead in Pittsburgh and Christchurch and El Paso and many other mass-killing sites, by wielding her blackness like a shield?",https://www.alternet.org/2019/09/why-do-republicans-keep-inviting-candace-owens-to-testify-on-white-nationalism/,Alternet,white-nationalism,left,Biased,Expresses writer’s opinion,"['gaslight', 'blackness']",1919.2327682691105,1696.7988433773512,biased,biased,196.7988433773512,419.23276826911024,biased,biased,yes,0.45,1724.0,6.302013941120902,8.378409458039023,7.606623614574732,11.703993224385584,2594.7719518024687,2955.478797900945,2821.4058646899093,3533.1918694334827,1.0,biased,biased,biased,biased,biased,biased,biased,0.95,biased,0.9649541020898122,1701.186763879241,13.620855562764005,0.9185208721402551,11.404580657468726,1648.6035797139605
185,185,185,185,185,185,"After being forced to issue a humiliating apology for urging doctors to wash hands and wear protective gear, Li died, allegedly of Chinese coronavirus infection, in February.",http://feedproxy.google.com/~r/breitbart/~3/Dgr0xp7vt2Q/,Breitbart,black lives matter,right,Biased,Somewhat factual but also opinionated,"['allegedly', 'Chinese', 'forced', 'humiliating', 'coronavirus']",1470.0042176500044,1587.0823481699474,non-biased,biased,87.08234816994741,29.99578234999558,biased,non-biased,yes,0.5,1749.0,2.4554536653981285,1.6536172125085986,1.724261937754238,5.8335015493262,1926.5559909806084,1787.2627322290884,1799.5349779689896,2513.383013218576,-0.200473712511822,biased,biased,biased,biased,non-biased,biased,biased,0.7,biased,0.7656044970208012,1597.215625942018,5.098649925470828,0.7550093909926153,4.455619033164085,1569.89027655522
186,186,186,186,186,186,"After days of mounting pressure, the top soccer clubs in Britain said Friday they would ask their players to take a 30 percent pay cut as the sport grapples with the damaging fallout from the coronavirus crisis.",https://www.nbcnews.com/news/world/coronavirus-pressure-grows-u-k-soccer-stars-cut-pay-crisis-n1175851?cid=public-rss_20200403,MSNBC,sport,left,Non-biased,Entirely factual,[],1250.313387192649,1431.452670505156,non-biased,non-biased,68.547329494844,249.68661280735068,non-biased,non-biased,no,0.0,1499.0,-5.623937847953902,-5.438022214252182,-4.168832553550599,-5.837329085060627,523.0219304267084,555.3187839531897,775.7996104057329,485.9520757219248,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.02,non-biased,0.3918614656322849,1459.2395361499282,-10.878883453116142,0.4969174455024306,-6.5128524904596,1349.2349288899406
187,187,187,187,187,187,"After Donald Trump won the presidency in 2016 and the left-wing terrorists in Antifa took to the streets, everything changed again.",http://feedproxy.google.com/~r/breitbart/~3/f1fSQQjH1NE/,Breitbart,gun control,right,Biased,Somewhat factual but also opinionated,"['terrorists', 'left-wing']",1951.0433189501384,1589.2214600994394,biased,biased,89.22146009943935,451.0433189501384,biased,biased,yes,0.65,1824.0,5.808634505990647,8.43023681884512,6.367187123909537,7.119105566999361,2509.063165337824,2964.482132624824,2606.09369326374,2736.715305533817,-0.200473712511822,biased,biased,biased,biased,biased,biased,biased,0.9,biased,0.8678666739195939,1513.1248915776653,9.470363128248772,0.900828345110398,10.652678157995682,1649.5651016484105
188,188,188,188,188,188,"After Donald Trump’s outrageous photo op in which he used federal police to attack peaceful protesters so that he could walk to a church to hold up a Bible, others noted how inappropriate it was for General Mark Milley, the current chairman of the Joint Chiefs of Staff, to not only be tailing behind Donald Trump during this publicized stunt but to be wearing his battle fatigues, something extremely inappropriate for the setting.",https://www.alternet.org/2020/06/retired-military-brass-sound-the-alarm-about-the-peril-trump-poses-to-democracy/,Alternet,trump-presidency,left,Biased,Somewhat factual but also opinionated,"['outrageous', 'publicized', 'stunt', 'inappropriate']",1554.833332054129,1590.7874115008062,biased,biased,90.78741150080624,54.83333205412896,biased,biased,yes,0.75,1874.0,4.455786641332743,4.145770875948552,3.791420981063103,6.584006168287494,2274.0494203476137,2220.1941658638666,2158.637284259168,2643.7590190816927,1.0,biased,biased,biased,biased,biased,biased,biased,0.9,biased,0.8426532643269992,1566.5761683187352,8.392488600777254,0.7625197573228284,4.774796910135287,1649.323829655955
189,189,189,189,189,189,"After dozens of mass shootings in recent years, however, including at schools like the February 2018 massacre in Parkland, Florida, that left 17 dead, curbing gun violence has become a component of the Democratic policy platform embraced by congressional and presidential candidates.",https://www.reuters.com/article/us-usa-election-guns/gun-control-takes-center-stage-in-2020-democratic-presidential-race-idUSKCN1SC1MB?feedType=RSS&feedName=topNews,Reuters,gun-control,center,Non-biased,Entirely factual,[],1447.861475372163,1488.6430844786323,non-biased,non-biased,11.356915521367457,52.13852462783666,non-biased,non-biased,no,0.0,1499.0,-1.817938106711893,-1.326672195306917,-1.9166851299417675,-3.15240805335298,1184.191804725352,1269.5334345134931,1167.0376898081092,952.3706310885716,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.05,non-biased,0.4578120980673159,1269.1669916723042,-8.059490601415726,0.6600765151722212,0.4211322415904386,1486.8414987645563
190,190,190,190,190,190,"After Dr. Ulrich Klopfer died in rural Crete, Illinois, on Sept. 3, authorities found ""2,246 medically preserved fetal remains"" in his home. ",https://eu.usatoday.com/story/news/crime/2019/09/16/fetal-remains-found-illinois-home-ex-indiana-abortion-doctor/2339342001/,USA Today,abortion,center,Non-biased,Entirely factual,[],1109.552859069336,1369.5556816316832,non-biased,non-biased,130.44431836831677,390.4471409306641,non-biased,non-biased,no,0.0,1499.0,-5.859362459384781,-6.09132310060072,-4.99411484715873,-7.415051686454293,482.1244865672493,441.82879596772045,632.4333919551447,211.87358781819967,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.601568626583383,1378.5001297044996,-1.9138917812263883,0.09688615478582624,-23.513506317335302,1157.86021314986
191,191,191,191,191,191,"After health officials near Portland, Oregon, declared a public health emergency over a measles outbreak that affects mostly young children, the viral infection continues to spread.",https://eu.usatoday.com/story/news/nation/2019/01/24/no-vaccines-washington-portland-oregon-declares-emergency-measles/2665544002/,USA Today,vaccines,center,Non-biased,Entirely factual,[],1196.8250608673984,1301.0947681459952,non-biased,non-biased,198.9052318540048,303.1749391326016,non-biased,non-biased,no,0.0,1499.0,-4.325975911915634,-5.492531192656505,-5.207863392738154,-10.33433161712647,748.501013043461,545.8496045391174,595.3014664111489,-295.25727819053395,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.254549628983759,1190.1185563141842,-16.74897137201644,0.3269662818938927,-13.735489736680252,1269.1669916723042
192,192,192,192,192,192,"After months of the president claiming that voting by mail will lead to fraud and a rigged election, the poll finds that 83% of Republicans say they are at least somewhat concerned that mail-in voting will lead to voter fraud.",https://www.foxnews.com/politics/biden-leads-trump-margin-tightening-polls,Fox News,vaccine,,Non-biased,Entirely factual,[],1372.9199458272888,1431.7023736652288,non-biased,non-biased,68.29762633477117,127.08005417271124,non-biased,non-biased,no,0.0,1499.0,-4.150609936226804,-3.44249045293038,-2.462967164006975,-3.657296067923832,778.9652032655565,901.978156915084,1072.1387806251478,864.6625996056877,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.05,non-biased,0.4781719651505151,1457.22886397388,-7.189105260191127,0.4426769501953524,-8.81798187786839,1404.6456798085994
193,193,193,193,193,193,"After more than a week of George Floyd protests, thousands of New Yorkers gathered Saturday for another day of demonstrations against police brutality and racial equality in the U.S.",https://www.foxnews.com/politics/new-york-city-thousands-gather-george-floyd-protests,Fox News,marriage-equality,,Non-biased,Entirely factual,[],1278.2612571096552,1424.1069982794993,non-biased,non-biased,75.8930017205007,221.73874289034484,non-biased,non-biased,no,0.0,1499.0,-5.401604908816018,-4.503354507685625,-3.127998916239426,-5.467783400875949,561.6451178718743,717.6871949031992,956.610932511146,550.1487363029518,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.1,non-biased,0.6381288678317861,1539.7257993832807,-0.3509396301043478,0.45767187013909877,-8.180723120762952,1431.5255278450759
194,194,194,194,194,194,"After President Donald Trump’s news conference on a positive jobs report Friday morning, the mainstream media contorted a quote from the president to falsely convey he thinks George Floyd is happy about the jobs numbers.",https://thefederalist.com/2020/06/05/media-reports-trump-comments-wildly-out-of-context-claims-he-said-george-floyd-is-happy-about-jobs-report/,Federalist,elections-2020,right,Biased,Somewhat factual but also opinionated,['contorted'],1616.219597709343,1550.1298847445564,biased,biased,50.12988474455642,116.2195977093429,biased,biased,yes,0.65,1824.0,2.846798325115193,2.8767938946217937,2.775886351069783,3.648700164908987,1994.539521475579,1999.750285602884,1982.220849864064,2133.8441390957832,-0.200473712511822,biased,biased,biased,biased,biased,biased,biased,0.9,biased,0.8343741200700111,1511.657415320351,8.038554767627994,0.7647032818267209,4.867593011526955,1569.1458774357836
195,195,195,195,195,195,"After receiving permission from Israel to visit her grandmother in the occupied West Bank on humanitarian grounds, Rep. Rashida Tlaib decided Friday morning to forego the trip, calling the restrictions an example of “oppressive conditions” that represent everything the congresswoman stands against.",https://www.alternet.org/2019/08/rashida-tlaib-delivers-a-powerful-response-to-israels-cruel-attempt-to-humiliate-her/,Alternet,international-politics-and-world-news,left,Non-biased,Entirely factual,['oppressive'],1423.3595837344458,1521.770865452717,non-biased,biased,21.77086545271732,76.64041626555422,biased,non-biased,yes,0.25,1624.0,0.3775512923195936,-0.4320106242658036,0.0651284779272907,1.388651632346369,1565.5873771559363,1424.952067903113,1511.313975431432,1741.2334964855886,-0.200473712511822,biased,non-biased,biased,biased,non-biased,non-biased,non-biased,0.05,non-biased,0.6357002018630755,1513.9929841534547,-0.45476522234709543,0.6756427530096354,1.0826710436842235,1594.8318595222268
196,196,196,196,196,196,"After regaining control of the House of Representatives in the 2018 midterm elections, some Democratic lawmakers have been calling for higher taxes on the wealthy.",https://www.reuters.com/article/us-berkshire-buffett/buffett-says-wealthy-americans-are-definitely-undertaxed-idUSKCN1QE1PE?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],1273.9683780923074,1419.7295360613796,non-biased,non-biased,80.27046393862042,226.03162190769265,non-biased,non-biased,no,0.1,1549.0,-5.246785001508165,-4.390056877701853,-4.980457351366976,-8.129934362832568,588.5400904449036,737.3690091090666,634.805941978735,87.68574719447452,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.2945280375702878,1213.7562407536454,-15.039892395370462,0.31989650877342757,-14.035943146812926,1269.1669916723042
197,197,197,197,197,197,"After spending the past three months rehabilitating from arthroscopic surgery on his right knee, Williamson struggled to find his shot during the first three quarters, during which he played a little less than 12 minutes.",https://www.nbcnews.com/news/sports/zion-williamson-gives-fans-what-they-want-during-nba-debut-n1120946?cid=public-rss_20200123,MSNBC,sport,left,Non-biased,Entirely factual,[],1010.6131366790046,1238.8097049697008,non-biased,non-biased,261.19029503029924,489.3868633209954,non-biased,non-biased,no,0.0,1499.0,-5.939713618179116,-6.586129050041971,-5.963440249685514,-11.662178476729634,468.1660606156845,355.8721985856264,464.0443225607323,-525.9279037658205,1.0,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.0,1294.5498843504445,-27.63098080637323,0.21895163811432947,-18.325929559125438,1213.7562407536454
198,198,198,198,198,198,"After Stephen Miller's white nationalist views outed, Latinos ask, 'where's the GOP outrage?'",https://www.nbcnews.com/news/latino/after-stephen-miller-s-white-nationalist-views-outed-latinos-ask-n1096071,MSNBC,white-nationalism,left,Biased,Entirely factual,[],1613.0177558686498,1522.647059703456,biased,biased,22.64705970345608,113.01775586864984,biased,biased,yes,0.5,1749.0,1.7262555729183384,1.847637953584476,1.4084043591307351,3.709057180346468,1799.8813078692683,1820.9675871187017,1744.6648965835857,2144.3292265952423,-0.200473712511822,biased,biased,biased,biased,non-biased,biased,biased,0.75,biased,0.7063941750745726,1457.22886397388,2.5674056859780565,0.8245527889450458,7.411095922024501,1566.5761683187352
199,199,199,199,199,199,"After Steve King’s offensive implication that white people own Western civilization, Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler.",https://thefederalist.com/2016/08/29/white-pride-creepy-black-pride-isnt/,Federalist,white-nationalism,right,Biased,Somewhat factual but also opinionated,"['offensive', 'idiotic', 'predictably']",1731.647012604728,1617.942873501188,biased,biased,117.94287350118792,231.647012604728,biased,biased,yes,0.5,1749.0,4.70776955900679,3.1996283838282467,3.293936280301767,5.370404345883787,2317.823336619502,2055.832380495051,2072.2153401103924,2432.9347892026285,1.0,biased,biased,biased,biased,biased,biased,biased,0.9,biased,0.8919478012391331,1568.0449093740294,10.499832531631373,0.769908488054303,5.088805479716876,1540.3875555048046
200,200,200,200,200,200,"After that phone call, police asked the couple to come in for questioning, prompting them to flee Saudi Arabia, a country long known for draconian laws against homosexuality.",https://www.foxnews.com/world/australia-has-detained-2-asylum-seeking-gay-saudi-journalists-for-weeks-lawyer,Fox News,immigration,right,Biased,Somewhat factual but also opinionated,['draconian'],1524.8955044915488,1523.3801112559647,biased,biased,23.38011125596472,24.895504491548763,biased,biased,yes,0.45,1724.0,-1.6150631963599258,-0.2287538026674587,-1.1215705333405177,0.5416979543852275,1219.4347863583423,1460.261394314855,1305.1632425219705,1594.1025729791136,0.1996841916587852,non-biased,non-biased,non-biased,biased,non-biased,biased,non-biased,0.35,non-biased,0.6973183238474873,1515.2039672177439,2.179412589809521,0.627816578656534,-0.9498605429933032,1485.2972480368096
201,201,201,201,201,201,"After the airstrike that killed Iranian Gen. Qasem Soleimani, there were reports that U.S. Customs and Border Patrol detained dozens of people at the Blaine, Washington, port of entry over the weekend.",https://eu.usatoday.com/story/news/politics/2020/01/07/customs-and-border-patrol-deny-reports-detained-iranian-americans/2830330001/,USA Today,immigration,center,Non-biased,Entirely factual,[],1235.8764850631433,1371.5915050748672,non-biased,non-biased,128.4084949251328,264.12351493685674,non-biased,non-biased,no,0.0,1499.0,-4.447713773715149,-4.726228415220876,-5.549258856645432,-8.89446400437348,727.352980396169,678.9700316220891,535.9949999624562,-45.12665463460121,0.1996841916587852,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,non-biased,0.0,non-biased,0.2788262537832775,1322.6182684133742,-15.711144441537765,0.4116032525412594,-10.138561515505986,1324.0870094686684
